IDCLI;Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
11;01/03/2021;Kentucky;Finance;Fixe;Alcatel Versatis;0,1;20;2;10
14;01/03/2021;Massachusetts;Juridique;Mobile;Samsung Galaxy;0,1;50;5;6
39;01/03/2021;Texas;Finance;Fixe;Siemens Gigaset a400;0,11;10;1,1;6
46;01/03/2021;Nebraska;Finance;Mobile;LG G4;0,09;70;6,3;6
7;01/03/2021;Idaho;R&D;Fixe;Siemens Gigaset a400;0,1;65;6,5;8
19;01/03/2021;North;Dakota;Fixe;Alcatel Versatis;0,12;10;1,2;2
15;01/03/2021;Corse;RH;Fixe;Alcatel Versatis;0,12;5;0,6;6
11;01/03/2021;Bourgogne-Franche-Comté;Marketing;Mobile;Apple iPhone;0,12;50;6;4
17;01/03/2021;Mississippi;Finance;VoIP;Cisco SPA 303;0,09;25;2,25;2
47;01/03/2021;Pays;de;VoIP;Thomson st2030;0,1;45;4,5;8
34;01/03/2021;New;Hampshire;Fixe;Alcatel Versatis;0,1;65;6,5;3
34;01/03/2021;Montana;Marketing;VoIP;Thomson st2030;0,1;35;3,5;10
12;01/03/2021;Vermont;Finance;VoIP;Cisco SPA 303;0,1;55;5,5;2
34;01/03/2021;Écosse;R&D;Fixe;Siemens Gigaset a400;0,09;25;2,25;5
72;01/03/2021;Auvergne-Rhône-Alpes;SI;Fixe;Siemens Gigaset a400;0,12;60;7,2;7
12;01/03/2021;Occitanie;Finance;Fixe;Siemens Gigaset a400;0,1;40;4;2
2;01/03/2021;Arizona;Direction;Mobile;LG G4;0,1;60;6;7
49;01/03/2021;Oregon;Production;Mobile;LG G4;0,11;45;4,95;4
38;01/03/2021;Manitoba;Direction;VoIP;Thomson st2030;0,11;15;1,65;8
76;01/03/2021;Alabama;Direction;VoIP;Cisco SPA 303;0,1;45;4,5;9
64;01/03/2021;Oklahoma;Marketing;Fixe;Logicom Nova 350;0,1;15;1,5;5
17;01/03/2021;South;Dakota;VoIP;Thomson st2030;0,12;65;7,8;7
35;01/03/2021;Arizona;Finance;Fixe;Siemens Gigaset a400;0,11;55;6,05;8
51;01/03/2021;Centre-Val;de;Mobile;Apple iPhone;0,11;55;6,05;7
54;01/03/2021;Pays;de;Mobile;LG G4;0,12;60;7,2;8
33;01/04/2021;Grand;Est;Fixe;Logicom Nova 350;0,09;20;1,8;6
81;01/04/2021;Nouvelle-Écosse;Finance;Mobile;Apple iPhone;0,11;15;1,65;7
47;01/04/2021;Nunavut;Achats;Fixe;Alcatel Versatis;0,1;30;3;2
18;01/04/2021;Grand;Est;VoIP;Cisco SPA 303;0,09;35;3,15;6
65;01/04/2021;Provence-Alpes-Côte;d'Azur;Fixe;Alcatel Versatis;0,12;25;3;3
43;01/04/2021;Rhode;Island;VoIP;Thomson st2030;0,11;60;6,6;8
50;01/04/2021;Nouveau-Brunswick;Marketing;Fixe;Logicom Nova 350;0,12;5;0,6;10
60;01/04/2021;Irlande;du;Mobile;Samsung Galaxy;0,11;70;7,7;10
91;01/04/2021;Nouveau-Brunswick;Production;VoIP;Thomson st3030;0,11;75;8,25;7
6;01/04/2021;Colorado;Direction;Mobile;LG G4;0,12;60;7,2;9
37;01/04/2021;Île-du-Prince-Édouard;RH;VoIP;Thomson st2030;0,2;90;8,9;14
35;01/04/2021;Colombie-Britannique;Direction;Mobile;LG G4;0,1;60;6;6
55;01/04/2021;Georgia;Achats;VoIP;Thomson st2030;0,1;35;3,5;8
52;01/04/2021;Ohio;Marketing;VoIP;Thomson st3030;0,09;70;6,3;9
52;01/04/2021;Pennsylvania;Production;VoIP;Thomson st2030;0,09;15;1,35;6
55;01/04/2021;Île-de-France;Production;Mobile;Apple iPhone;0,1;30;3;8
85;01/04/2021;Terre-Neuve-et-Labrador;Direction;Fixe;Siemens Gigaset a400;0,11;60;6,6;8
84;01/04/2021;Nebraska;Production;Mobile;Apple iPhone;0,12;65;7,8;8
28;01/04/2021;Vermont;R&D;Mobile;LG G4;0,11;30;3,3;8
42;01/04/2021;Grand;Est;Mobile;LG G4;0,1;30;3;2
54;01/04/2021;Manitoba;SI;Mobile;Apple iPhone;0,11;60;6,6;7
73;01/04/2021;Nouveau-Brunswick;Ventes;VoIP;Thomson st2030;0,09;5;0,45;3
18;01/04/2021;Montana;Direction;Mobile;Samsung Galaxy;0,11;45;4,95;2
28;01/04/2021;Terre-Neuve-et-Labrador;SI;Mobile;LG G4;0,09;50;4,5;7
3;01/04/2021;Minnesota;Ventes;Fixe;Alcatel Versatis;0,09;50;4,5;8
2;01/04/2021;New;Jersey;VoIP;Cisco SPA 303;0,09;75;6,75;4
13;01/04/2021;Grand;Est;VoIP;Thomson st3030;0,2;25;2,35;13
83;01/04/2021;Missouri;Production;Fixe;Logicom Nova 350;0,11;30;3,3;9
2;01/04/2021;California;RH;VoIP;Thomson st2030;0,1;50;5;6
45;01/04/2021;Arizona;Ventes;Mobile;Apple iPhone;0,1;25;2,5;9
62;01/04/2021;Colombie-Britannique;Direction;Fixe;Logicom Nova 350;0,1;40;4;5
25;01/04/2021;Hawaii;Marketing;VoIP;Cisco SPA 303;0,09;25;2,25;4
83;01/04/2021;South;Carolina;Mobile;Apple iPhone;0,1;65;6,5;10
17;01/04/2021;Île-du-Prince-Édouard;Finance;VoIP;Thomson st2030;0,09;55;4,95;6
82;01/04/2021;North;Dakota;Fixe;Logicom Nova 350;0,09;70;6,3;10
3;01/04/2021;Michigan;Achats;VoIP;Thomson st2030;0,09;10;0,9;2
45;01/04/2021;South;Carolina;Fixe;Alcatel Versatis;0,1;20;2;4
28;01/04/2021;Vermont;RH;Fixe;Logicom Nova 350;0,1;5;0,5;5
78;01/04/2021;Ontario;R&D;Mobile;Samsung Galaxy;0,1;50;5;10
35;01/04/2021;Delaware;R&D;Fixe;Alcatel Versatis;0,12;20;2,4;4
39;01/04/2021;Occitanie;Marketing;Fixe;Alcatel Versatis;0,09;25;2,25;10
93;01/04/2021;Nouveau-Brunswick;Juridique;VoIP;Thomson st2030;0,11;40;4,4;9
48;01/04/2021;Nouvelle-Aquitaine;R&D;Mobile;LG G4;0,11;5;0,55;8
87;01/04/2021;New;Hampshire;Mobile;Apple iPhone;0,12;60;7,2;10
54;01/04/2021;Normandie;Marketing;VoIP;Thomson st2030;0,12;70;8,4;4
48;01/04/2021;Écosse;SI;Fixe;Logicom Nova 350;0,11;55;6,05;2
15;01/04/2021;West;Virginia;Mobile;Samsung Galaxy;0,1;25;2,5;9
15;01/04/2021;Wisconsin;Juridique;Fixe;Alcatel Versatis;0,1;35;3,5;10
64;01/04/2021;Tennessee;Production;Mobile;Apple iPhone;0,1;15;1,5;2
15;01/04/2021;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st3030;0,11;5;0,55;4
83;01/04/2021;Ohio;Production;Mobile;LG G4;0,09;10;0,9;8
82;01/04/2021;Minnesota;Juridique;Fixe;Alcatel Versatis;0,09;35;3,15;3
34;01/04/2021;Hauts-De-France;Direction;Fixe;Alcatel Versatis;0,11;40;4,4;4
37;01/04/2021;Centre-Val;de;Fixe;Siemens Gigaset a400;0,12;70;8,4;5
49;01/04/2021;Angleterre;Juridique;Fixe;Siemens Gigaset a400;0,11;10;1,1;10
46;01/04/2021;Washington;RH;VoIP;Thomson st3030;0,12;15;1,8;3
20;01/04/2021;Nouvelle-Aquitaine;Finance;Mobile;LG G4;0,1;65;6,5;9
80;01/04/2021;New;Hampshire;Fixe;Alcatel Versatis;0,1;40;4;10
82;01/04/2021;California;Marketing;Mobile;LG G4;0,09;10;0,9;10
85;01/04/2021;Occitanie;Production;VoIP;Cisco SPA 303;0,11;75;8,25;9
18;01/04/2021;Arizona;Juridique;Mobile;LG G4;0,1;30;3;9
54;01/04/2021;Mississippi;Direction;Fixe;Logicom Nova 350;0,09;60;5,4;10
81;01/04/2021;Centre-Val;de;VoIP;Cisco SPA 303;0,09;35;3,15;7
39;01/04/2021;Irlande;du;Fixe;Siemens Gigaset a400;0,12;45;5,4;5
49;01/04/2021;Nebraska;Ventes;Fixe;Siemens Gigaset a400;0,12;50;6;10
20;01/04/2021;Idaho;Marketing;Fixe;Logicom Nova 350;0,11;45;4,95;3
54;01/04/2021;Hawaii;Achats;Mobile;LG G4;0,12;25;3;9
18;01/04/2021;Nevada;Juridique;VoIP;Thomson st3030;0,12;75;9;10
77;01/04/2021;Normandie;Direction;Fixe;Logicom Nova 350;0,12;65;7,8;7
7;01/04/2021;Oklahoma;R&D;Fixe;Logicom Nova 350;0,11;15;1,65;5
73;01/04/2021;Ohio;Finance;VoIP;Cisco SPA 303;0,12;40;4,8;8
82;01/04/2021;Vermont;Marketing;VoIP;Thomson st3030;0,12;20;2,4;4
28;01/04/2021;Hauts-De-France;Achats;Fixe;Logicom Nova 350;0,12;10;1,2;9
55;01/04/2021;Georgia;Marketing;Fixe;Alcatel Versatis;0,12;10;1,2;6
36;01/04/2021;Alabama;Ventes;Fixe;Alcatel Versatis;0,12;20;2,4;7
75;01/04/2021;Connecticut;SI;Fixe;Alcatel Versatis;0,1;70;7;10
5;01/04/2021;Minnesota;R&D;Fixe;Siemens Gigaset a400;0,1;5;0,5;4
77;01/04/2021;Pennsylvania;Juridique;Fixe;Logicom Nova 350;0,12;65;7,8;9
33;01/04/2021;Pays;de;VoIP;Cisco SPA 303;0,12;35;4,2;2
74;01/04/2021;Irlande;du;Fixe;Logicom Nova 350;0,12;70;8,4;2
85;01/04/2021;Colorado;RH;Fixe;Alcatel Versatis;0,11;55;6,05;2
59;01/04/2021;Nunavut;R&D;Mobile;Samsung Galaxy;0,11;65;7,15;2
14;01/04/2021;Manitoba;SI;Fixe;Alcatel Versatis;0,1;15;1,5;2
87;01/04/2021;Maryland;Juridique;Mobile;Apple iPhone;0,11;55;6,05;4
2;01/04/2021;Kentucky;SI;Mobile;LG G4;0,09;55;4,95;3
18;01/04/2021;Missouri;Production;Mobile;LG G4;0,12;65;7,8;8
77;01/04/2021;Illinois;Juridique;Mobile;Samsung Galaxy;0,09;75;6,75;3
5;01/04/2021;Nouvelle-Aquitaine;Production;VoIP;Cisco SPA 303;0,09;40;3,6;5
7;01/04/2021;Hauts-De-France;Production;Mobile;LG G4;0,09;25;2,25;2
33;01/04/2021;Terre-Neuve-et-Labrador;Marketing;Mobile;Samsung Galaxy;0,1;50;5;5
15;01/04/2021;Wyoming;Achats;Mobile;LG G4;0,12;40;4,8;3
44;01/04/2021;Écosse;Achats;VoIP;Thomson st2030;0,12;50;6;8
76;01/04/2021;Mississippi;SI;Fixe;Siemens Gigaset a400;0,12;55;6,6;6
38;01/04/2021;New;Mexico;VoIP;Thomson st2030;0,1;20;2;3
76;01/04/2021;Ontario;Marketing;Fixe;Alcatel Versatis;0,12;75;9;9
13;01/04/2021;Alaska;RH;Fixe;Siemens Gigaset a400;0,11;60;6,6;6
16;01/04/2021;Nevada;Juridique;VoIP;Cisco SPA 303;0,1;40;4;10
16;01/04/2021;Maine;Achats;VoIP;Thomson st2030;0,11;20;2,2;4
34;01/04/2021;Alaska;RH;Mobile;Apple iPhone;0,11;45;4,95;7
18;01/04/2021;Ontario;SI;Mobile;Samsung Galaxy;0,12;55;6,6;2
35;01/04/2021;Nouvelle-Aquitaine;SI;VoIP;Cisco SPA 303;0,12;75;9;6
35;01/04/2021;Delaware;Juridique;Fixe;Siemens Gigaset a400;0,11;30;3,3;8
21;01/04/2021;Montana;R&D;VoIP;Thomson st2030;0,1;15;1,5;8
56;01/04/2021;Terre-Neuve-et-Labrador;Production;Mobile;Samsung Galaxy;0,11;5;0,55;8
15;01/05/2021;Ohio;SI;Mobile;Apple iPhone;0,1;60;6;6
76;01/05/2021;Grand;Est;Fixe;Siemens Gigaset a400;0,11;10;1,1;7
19;01/05/2021;Pays;de;VoIP;Thomson st3030;0,1;65;6,5;5
19;01/05/2021;Iowa;R&D;VoIP;Cisco SPA 303;0,09;5;0,45;8
33;01/05/2021;New;Mexico;Mobile;LG G4;0,12;45;5,4;9
76;01/05/2021;Florida;SI;VoIP;Thomson st3030;0,1;50;5;4
30;01/05/2021;Occitanie;Direction;VoIP;Cisco SPA 303;0,09;10;0,9;5
48;01/05/2021;Occitanie;Ventes;Fixe;Alcatel Versatis;0,12;35;4,2;10
82;01/05/2021;New;Mexico;Mobile;Apple iPhone;0,09;10;0,9;8
53;01/05/2021;Tennessee;Juridique;Mobile;LG G4;0,1;60;6;2
12;01/05/2021;Nouvelle-Écosse;R&D;Fixe;Logicom Nova 350;0,09;15;1,35;6
53;01/05/2021;Hawaii;SI;VoIP;Thomson st3030;0,1;5;0,5;4
71;01/05/2021;Bourgogne-Franche-Comté;Achats;Mobile;Apple iPhone;0,09;25;2,25;3
33;01/05/2021;Grand;Est;Fixe;Logicom Nova 350;0,11;60;6,6;4
2;01/05/2021;Oregon;Marketing;Mobile;Apple iPhone;0,11;60;6,6;5
49;01/05/2021;Louisiana;SI;VoIP;Thomson st2030;0,11;65;7,15;3
52;01/05/2021;Tennessee;Finance;Mobile;LG G4;0,1;40;4;8
5;01/05/2021;Florida;SI;Mobile;Samsung Galaxy;0,12;75;9;9
51;01/05/2021;Missouri;Marketing;Mobile;LG G4;0,12;20;2,4;7
15;01/05/2021;Centre-Val;de;Mobile;Samsung Galaxy;0,11;10;1,1;5
47;01/05/2021;New;Jersey;Mobile;Samsung Galaxy;0,12;30;3,6;5
43;01/05/2021;North;Carolina;Fixe;Alcatel Versatis;0,11;25;2,75;8
84;01/05/2021;Connecticut;Finance;Mobile;Apple iPhone;0,09;70;6,3;9
34;01/05/2021;Grand;Est;VoIP;Thomson st2030;0,1;10;1;7
48;01/05/2021;Provence-Alpes-Côte;d'Azur;Mobile;Samsung Galaxy;0,09;20;1,8;10
76;01/05/2021;Alberta;Achats;Mobile;Apple iPhone;0,09;40;3,6;8
77;01/05/2021;Oklahoma;Juridique;Fixe;Logicom Nova 350;0,11;60;6,6;6
3;01/05/2021;Louisiana;Juridique;Fixe;Logicom Nova 350;0,09;5;0,45;8
54;01/05/2021;Oklahoma;Ventes;Mobile;Apple iPhone;0,11;50;5,5;4
41;01/05/2021;Alberta;Production;Fixe;Logicom Nova 350;0,11;40;4,4;6
8;01/05/2021;North;Carolina;Fixe;Logicom Nova 350;0,11;55;6,05;3
23;01/05/2021;Michigan;SI;Fixe;Logicom Nova 350;0,1;60;6;7
5;01/05/2021;Nouvelle-Aquitaine;Marketing;Mobile;Samsung Galaxy;0,12;70;8,4;2
24;01/05/2021;Occitanie;SI;Mobile;Apple iPhone;0,12;60;7,2;6
13;01/05/2021;Nebraska;Finance;Mobile;Apple iPhone;0,12;75;9;6
55;01/05/2021;Illinois;RH;Fixe;Alcatel Versatis;0,12;40;4,8;8
51;01/05/2021;Colombie-Britannique;Ventes;Fixe;Logicom Nova 350;0,12;30;3,6;7
9;01/05/2021;Hauts-De-France;RH;Mobile;Apple iPhone;0,1;30;3;3
40;01/05/2021;South;Dakota;Mobile;LG G4;0,12;45;5,4;10
13;01/05/2021;Nunavut;Production;Mobile;Samsung Galaxy;0,12;75;9;2
54;01/05/2021;Auvergne-Rhône-Alpes;Direction;VoIP;Thomson st3030;0,09;15;1,35;10
18;01/05/2021;West;Virginia;Fixe;Alcatel Versatis;0,1;65;6,5;10
45;01/05/2021;Georgia;Juridique;Mobile;Samsung Galaxy;0,1;60;6;4
83;01/05/2021;Auvergne-Rhône-Alpes;Finance;VoIP;Thomson st2030;0,12;15;1,8;7
51;01/05/2021;North;Dakota;Fixe;Alcatel Versatis;0,12;55;6,6;7
25;01/05/2021;Missouri;RH;Mobile;Apple iPhone;0,09;45;4,05;10
52;01/05/2021;Iowa;Ventes;VoIP;Thomson st3030;0,11;70;7,7;3
56;01/05/2021;Colombie-Britannique;R&D;Fixe;Siemens Gigaset a400;0,1;55;5,5;2
21;01/05/2021;Wyoming;Ventes;Mobile;LG G4;0,1;70;7;4
79;01/05/2021;New;Jersey;Mobile;Samsung Galaxy;0,1;50;5;8
2;01/05/2021;Nouvelle-Écosse;Juridique;Mobile;Apple iPhone;0,1;25;2,5;10
49;01/05/2021;Oklahoma;Achats;VoIP;Cisco SPA 303;0,09;25;2,25;3
52;01/05/2021;South;Carolina;Mobile;Samsung Galaxy;0,12;45;5,4;7
78;01/05/2021;Hauts-De-France;RH;VoIP;Thomson st3030;0,09;35;3,15;7
82;01/05/2021;Wyoming;SI;Mobile;Apple iPhone;0,09;45;4,05;10
9;01/05/2021;Michigan;SI;Fixe;Siemens Gigaset a400;0,1;40;4;10
26;01/05/2021;Illinois;Juridique;VoIP;Cisco SPA 303;0,1;40;4;10
29;01/05/2021;Québec;R&D;Fixe;Logicom Nova 350;0,11;40;4,4;2
49;01/05/2021;Indiana;Ventes;VoIP;Cisco SPA 303;0,12;35;4,2;8
15;01/05/2021;Kansas;RH;Fixe;Alcatel Versatis;0,12;65;7,8;10
57;01/05/2021;Bourgogne-Franche-Comté;Direction;VoIP;Thomson st3030;0,11;75;8,25;4
19;01/05/2021;California;Production;Fixe;Siemens Gigaset a400;0,09;25;2,25;3
33;01/05/2021;Auvergne-Rhône-Alpes;Production;Mobile;Apple iPhone;0,09;70;6,3;3
85;01/05/2021;Occitanie;Direction;Fixe;Siemens Gigaset a400;0,1;65;6,5;6
78;01/05/2021;Centre-Val;de;Fixe;Logicom Nova 350;0,09;75;6,75;8
18;01/05/2021;Île-du-Prince-Édouard;Achats;Fixe;Siemens Gigaset a400;0,12;60;7,2;8
39;01/05/2021;Virginia;Achats;VoIP;Thomson st2030;0,12;70;8,4;9
22;01/05/2021;Wyoming;RH;Fixe;Alcatel Versatis;0,1;50;5;2
81;01/05/2021;Delaware;Achats;Mobile;LG G4;0,09;60;5,4;8
26;01/05/2021;Indiana;Ventes;Fixe;Siemens Gigaset a400;0,11;70;7,7;4
81;01/05/2021;Indiana;Direction;Mobile;Samsung Galaxy;0,11;10;1,1;9
75;01/05/2021;New;Jersey;VoIP;Thomson st2030;0,09;65;5,85;2
96;01/05/2021;Nouvelle-Écosse;Direction;Mobile;Samsung Galaxy;0,12;15;1,8;2
97;01/05/2021;South;Carolina;Mobile;Apple iPhone;0,12;45;5,4;5
19;01/05/2021;Mississippi;Ventes;Mobile;LG G4;0,09;50;4,5;8
19;01/05/2021;Hawaii;SI;VoIP;Thomson st2030;0,1;35;3,5;3
38;01/05/2021;Grand;Est;VoIP;Thomson st3030;0,1;45;4,5;9
2;01/05/2021;Centre-Val;de;Mobile;Samsung Galaxy;0,11;60;6,6;7
7;01/05/2021;Virginia;Finance;VoIP;Thomson st3030;0,09;70;6,3;3
19;01/05/2021;Île-du-Prince-Édouard;Direction;VoIP;Thomson st3030;0,11;55;6,05;10
38;01/05/2021;Washington;RH;Mobile;Samsung Galaxy;0,11;20;2,2;2
16;01/05/2021;Bourgogne-Franche-Comté;RH;Fixe;Logicom Nova 350;0,11;55;6,05;9
16;01/05/2021;North;Dakota;Fixe;Logicom Nova 350;0,1;45;4,5;8
79;01/05/2021;Arkansas;Marketing;Fixe;Siemens Gigaset a400;0,12;5;0,6;8
16;01/05/2021;Île-de-France;SI;Mobile;Apple iPhone;0,09;5;0,45;5
17;01/05/2021;Louisiana;SI;Fixe;Logicom Nova 350;0,1;45;4,5;9
54;01/05/2021;Angleterre;R&D;VoIP;Thomson st3030;0,12;50;6;7
79;01/05/2021;Nouvelle-Écosse;Production;VoIP;Thomson st2030;0,1;10;1;2
80;01/05/2021;Montana;Ventes;VoIP;Thomson st3030;0,11;15;1,65;10
7;01/05/2021;Hauts-De-France;Finance;VoIP;Cisco SPA 303;0,09;10;0,9;5
20;01/05/2021;Normandie;Production;Fixe;Siemens Gigaset a400;0,12;55;6,6;2
56;01/05/2021;Ohio;Ventes;VoIP;Thomson st2030;0,11;75;8,25;8
1;01/05/2021;Missouri;R&D;Mobile;LG G4;0,11;10;1,1;9
21;01/05/2021;Auvergne-Rhône-Alpes;R&D;Fixe;Alcatel Versatis;0,1;5;0,5;4
50;01/05/2021;Utah;Direction;VoIP;Cisco SPA 303;0,09;45;4,05;9
80;01/05/2021;Rhode;Island;Fixe;Logicom Nova 350;0,11;55;6,05;8
99;01/05/2021;Irlande;du;Mobile;Apple iPhone;0,12;65;7,8;2
65;01/06/2021;Michigan;Achats;Mobile;Samsung Galaxy;0,11;20;2,2;10
70;01/06/2021;Texas;SI;VoIP;Thomson st3030;0,09;50;4,5;7
75;01/06/2021;Nouvelle-Aquitaine;RH;Fixe;Alcatel Versatis;0,11;20;2,2;4
69;01/06/2021;Hauts-De-France;Achats;Fixe;Siemens Gigaset a400;0,11;30;3,3;5
12;01/06/2021;Kansas;RH;Mobile;LG G4;0,11;5;0,55;7
18;01/06/2021;Maryland;Ventes;Fixe;Alcatel Versatis;0,11;25;2,75;6
21;01/06/2021;Provence-Alpes-Côte;d'Azur;Fixe;Logicom Nova 350;0,09;25;2,25;2
71;01/06/2021;South;Carolina;Mobile;Samsung Galaxy;0,1;5;0,5;9
41;01/06/2021;Montana;RH;VoIP;Thomson st3030;0,11;45;4,95;7
21;01/06/2021;Occitanie;RH;Fixe;Logicom Nova 350;0,2;125;12,75;12
36;01/06/2021;Kansas;Juridique;Fixe;Logicom Nova 350;0,12;40;4,8;5
15;01/06/2021;New;York;Mobile;Samsung Galaxy;0,11;70;7,7;5
35;01/06/2021;Idaho;Ventes;Mobile;Apple iPhone;0,1;60;6;5
50;01/06/2021;Ohio;R&D;Mobile;LG G4;0,1;50;5;3
80;01/06/2021;Kentucky;Finance;VoIP;Thomson st2030;0,1;45;4,5;5
51;01/06/2021;Alaska;RH;Fixe;Alcatel Versatis;0,11;65;7,15;4
24;01/06/2021;Michigan;Finance;Fixe;Logicom Nova 350;0,12;15;1,8;9
56;01/06/2021;Pays;de;VoIP;Thomson st2030;0,1;40;4;9
98;01/06/2021;Grand;Est;Mobile;LG G4;0,09;5;0,45;6
43;01/06/2021;Nouvelle-Aquitaine;Ventes;Fixe;Siemens Gigaset a400;0,11;40;4,4;2
5;01/06/2021;Indiana;Marketing;Mobile;Apple iPhone;0,1;50;5;10
64;01/06/2021;Auvergne-Rhône-Alpes;Ventes;Fixe;Siemens Gigaset a400;0,09;65;5,85;8
62;01/06/2021;Normandie;Marketing;Mobile;Apple iPhone;0,11;30;3,3;10
37;01/06/2021;Maine;Achats;Mobile;Apple iPhone;0,12;45;5,4;2
52;01/06/2021;Bourgogne-Franche-Comté;Production;VoIP;Cisco SPA 303;0,1;55;5,5;3
85;01/06/2021;Florida;Marketing;Fixe;Logicom Nova 350;0,11;50;5,5;9
65;01/06/2021;Nouveau-Brunswick;Direction;Fixe;Alcatel Versatis;0,1;35;3,5;9
4;01/06/2021;Maryland;Ventes;VoIP;Thomson st2030;0,12;30;3,6;8
12;01/06/2021;Indiana;Direction;VoIP;Thomson st3030;0,12;60;7,2;3
94;01/06/2021;New;Hampshire;Mobile;Apple iPhone;0,1;35;3,5;3
93;01/06/2021;Massachusetts;Achats;VoIP;Thomson st3030;0,1;30;3;3
19;01/06/2021;Texas;Ventes;VoIP;Thomson st2030;0,1;65;6,5;6
78;01/06/2021;New;Mexico;Mobile;LG G4;0,12;40;4,8;8
2;01/06/2021;Nouvelle-Aquitaine;Finance;Fixe;Logicom Nova 350;0,1;70;7;9
98;01/06/2021;Delaware;Ventes;Fixe;Siemens Gigaset a400;0,11;70;7,7;5
46;01/06/2021;Terre-Neuve-et-Labrador;Finance;Mobile;Samsung Galaxy;0,1;30;3;10
19;01/06/2021;Minnesota;Juridique;VoIP;Thomson st3030;0,12;55;6,6;9
87;01/06/2021;Nouvelle-Aquitaine;Direction;Fixe;Siemens Gigaset a400;0,11;55;6,05;9
11;01/06/2021;Bourgogne-Franche-Comté;Marketing;Mobile;Apple iPhone;0,09;25;2,25;7
46;01/06/2021;Georgia;SI;VoIP;Thomson st2030;0,11;5;0,55;4
6;01/06/2021;California;Direction;Mobile;LG G4;0,1;75;7,5;4
55;01/06/2021;Nouvelle-Aquitaine;R&D;Mobile;LG G4;0,1;25;2,5;5
51;01/06/2021;Nouveau-Brunswick;Production;Fixe;Siemens Gigaset a400;0,11;10;1,1;8
65;01/06/2021;Louisiana;SI;Mobile;LG G4;0,09;20;1,8;2
56;01/06/2021;Kentucky;Production;Mobile;Samsung Galaxy;0,1;40;4;3
13;01/06/2021;Écosse;Marketing;VoIP;Thomson st3030;0,12;75;9;9
2;01/06/2021;Ontario;Production;Mobile;Samsung Galaxy;0,09;65;5,85;7
52;01/06/2021;Nunavut;Production;Fixe;Alcatel Versatis;0,1;5;0,5;5
2;01/06/2021;Kansas;Finance;VoIP;Thomson st2030;0,1;75;7,5;7
54;01/06/2021;New;Hampshire;Mobile;LG G4;0,12;45;5,4;9
87;01/06/2021;Yukon;SI;Mobile;Samsung Galaxy;0,11;20;2,2;5
28;01/06/2021;Québec;Juridique;Mobile;Samsung Galaxy;0,09;60;5,4;7
4;01/06/2021;Territoires;du;Mobile;Samsung Galaxy;0,12;30;3,6;7
25;01/06/2021;Bretagne;Finance;VoIP;Thomson st3030;0,1;20;2;8
16;01/06/2021;Alaska;Finance;VoIP;Cisco SPA 303;0,1;55;5,5;6
21;01/06/2021;Nouveau-Brunswick;Ventes;Fixe;Alcatel Versatis;0,09;60;5,4;7
12;01/06/2021;Grand;Est;VoIP;Thomson st2030;0,1;65;6,5;9
17;01/06/2021;Nebraska;R&D;Mobile;Apple iPhone;0,1;10;1;9
17;01/06/2021;Hauts-De-France;Finance;Fixe;Alcatel Versatis;0,1;60;6;10
19;01/06/2021;New;York;Mobile;LG G4;0,12;35;4,2;4
19;01/06/2021;New;Jersey;Mobile;Samsung Galaxy;0,12;20;2,4;5
44;01/06/2021;Indiana;Finance;Mobile;Apple iPhone;0,1;75;7,5;10
5;01/06/2021;Montana;Marketing;VoIP;Thomson st3030;0,11;45;4,95;4
54;01/06/2021;Arizona;Ventes;Mobile;LG G4;0,09;20;1,8;9
33;01/06/2021;Kansas;R&D;Fixe;Siemens Gigaset a400;0,1;50;5;4
64;01/06/2021;Kansas;Finance;VoIP;Cisco SPA 303;0,09;10;0,9;10
58;01/06/2021;Irlande;du;Mobile;Samsung Galaxy;0,12;15;1,8;3
13;01/06/2021;New;Hampshire;Mobile;Apple iPhone;0,1;70;7;6
54;01/06/2021;Florida;SI;Mobile;Samsung Galaxy;0,09;70;6,3;9
30;01/06/2021;Florida;R&D;Fixe;Alcatel Versatis;0,1;25;2,5;4
18;01/06/2021;Nouvelle-Écosse;Production;VoIP;Thomson st2030;0,09;35;3,15;3
74;01/06/2021;Grand;Est;VoIP;Cisco SPA 303;0,11;5;0,55;9
54;01/06/2021;Alabama;Achats;Fixe;Alcatel Versatis;0,09;60;5,4;3
73;01/06/2021;Mississippi;SI;Fixe;Alcatel Versatis;0,1;65;6,5;3
81;01/06/2021;Manitoba;Achats;VoIP;Cisco SPA 303;0,12;45;5,4;9
18;01/06/2021;Delaware;Ventes;Mobile;LG G4;0,09;15;1,35;3
81;01/06/2021;Auvergne-Rhône-Alpes;Finance;VoIP;Cisco SPA 303;0,1;35;3,5;6
33;01/06/2021;Bretagne;Production;Fixe;Alcatel Versatis;0,12;10;1,2;5
55;01/06/2021;Grand;Est;VoIP;Cisco SPA 303;0,11;15;1,65;7
39;01/06/2021;Yukon;Juridique;VoIP;Thomson st2030;0,09;10;0,9;6
56;01/06/2021;Delaware;Production;VoIP;Thomson st2030;0,11;45;4,95;7
9;01/06/2021;Grand;Est;VoIP;Thomson st2030;0,18;65;5,85;10
36;01/06/2021;Wyoming;Direction;Mobile;Apple iPhone;0,12;15;1,8;9
5;01/06/2021;California;SI;VoIP;Cisco SPA 303;0,1;30;3;4
